System,Compound_ID,PROTAC,Ligase_Warhead,Target_Warhead
crbn-cdk9,3566,O=C1CC[C@@H](N2C(=O)c3cccc(OCCCCCn4cc(CCCC[N@H+]5CC[C@H](NC(=O)c6n[nH]cc6NC(=O)c6c(Cl)cccc6Cl)CC5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NC1CC[NH2+]CC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
crbn-cdk9,3567,O=C1CC[C@@H](N2C(=O)c3cccc(OCCCCn4cc(CCCC[N@H+]5CC[C@H](NC(=O)c6n[nH]cc6NC(=O)c6c(Cl)cccc6Cl)CC5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NC1CC[NH2+]CC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
crbn-cdk9,3568,O=C1CC[C@@H](N2C(=O)c3cccc(OCCCCn4cc(CCCCC[N@H+]5CC[C@H](NC(=O)c6n[nH]cc6NC(=O)c6c(Cl)cccc6Cl)CC5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NC1CC[NH2+]CC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
crbn-cdk9,3569,O=C1CC[C@@H](N2C(=O)c3cccc(OCCCCCCCCn4cc(CC[N@H+]5CC[C@H](NC(=O)c6n[nH]cc6NC(=O)c6c(Cl)cccc6Cl)CC5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NC1CC[NH2+]CC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
crbn-cdk9,3570,O=C1CC[C@@H](N2C(=O)c3cccc(OCCCCCn4cc(CCCCC[N@H+]5CC[C@H](NC(=O)c6n[nH]cc6NC(=O)c6c(Cl)cccc6Cl)CC5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NC1CC[NH2+]CC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
crbn-cdk9,3571,O=C1CC[C@@H](N2C(=O)c3cccc(OCCCCn4cc(CCCCCC[N@H+]5CC[C@H](NC(=O)c6n[nH]cc6NC(=O)c6c(Cl)cccc6Cl)CC5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NC1CC[NH2+]CC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
crbn-cdk9,3572,O=C1CC[C@@H](N2C(=O)c3cccc(OCCCCCCCCn4cc(CCCCCC[N@H+]5CC[C@H](NC(=O)c6n[nH]cc6NC(=O)c6c(Cl)cccc6Cl)CC5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NC1CC[NH2+]CC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
crbn-cdk9,3573,O=C1CC[C@@H](N2C(=O)c3cccc(OCCCCCCCn4cc(CCCCCCC[N@H+]5CC[C@H](NC(=O)c6n[nH]cc6NC(=O)c6c(Cl)cccc6Cl)CC5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NC1CC[NH2+]CC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
crbn-cdk9,3574,O=C1CC[C@@H](N2C(=O)c3cccc(OCCCCn4cc(CCCCCCCCCC[N@H+]5CC[C@H](NC(=O)c6n[nH]cc6NC(=O)c6c(Cl)cccc6Cl)CC5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NC1CC[NH2+]CC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
crbn-cdk9,3575,O=C1CC[C@@H](N2C(=O)c3cccc(OCCCCCCCn4cc(CCCCC[N@H+]5CC[C@H](NC(=O)c6n[nH]cc6NC(=O)c6c(Cl)cccc6Cl)CC5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NC1CC[NH2+]CC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
crbn-brd4bd2,dBET01,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=[NH+][C@@H](CC(=O)NCCCCNC(=O)COc1cccc3c1C(=O)N([C@@H]1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,Cc1nnc2n1[C@@H]1S[C@H](C)[C@H](C)[C@H]1C(c1ccc(Cl)cc1)=NC2
crbn-brd4bd2,dBET06,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=[NH+][C@@H](CC(=O)NCCCCCCCCNC(=O)COc1cccc3c1C(=O)N([C@@H]1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,Cc1nnc2n1[C@@H]1S[C@H](C)[C@H](C)[C@H]1C(c1ccc(Cl)cc1)=NC2
crbn-brd4bd2,dBET23,COC(=O)C[C@@H]1[NH+]=C(c2ccc(Cl)cc2)c2c(sc(C(=O)NCCCCCCCCNC(=O)COc3cccc4c3C(=O)N([C@@H]3CCC(=O)NC3=O)C4=O)c2C)-n2c(C)nnc21,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,COC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)[C@H]2[C@@H](SC[C@@H]2C)n2c(C)nnc21
crbn-brd4bd2,dBET57,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCNc1cccc3c1C(=O)N([C@@H]1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,Cc1nnc2n1[C@@H]1S[C@H](C)[C@H](C)[C@H]1C(c1ccc(Cl)cc1)=NC2
crbn-brd4bd2,dBET70,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=[NH+][C@@H](CC(=O)NCCCCCCCCNc1cccc3c1C(=O)N([C@@H]1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,Cc1nnc2n1[C@@H]1S[C@H](C)[C@H](C)[C@H]1C(c1ccc(Cl)cc1)=NC2
crbn-brd4bd2,ZXH-3-26,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=[NH+][C@@H](CC(=O)NCCCCCNc1cccc3c1C(=O)N([C@@H]1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,Cc1nnc2n1[C@@H]1S[C@H](C)[C@H](C)[C@H]1C(c1ccc(Cl)cc1)=NC2
vhl-fak1,265,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOc2ccc(Nc3ncc(C(F)(F)F)c(NCc4cccc(N(C)S(C)(=O)=O)c4)n3)cc2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,CN(c1cccc(CNc2nc(Nc3ccccc3)ncc2C(F)(F)F)c1)S(C)(=O)=O
vhl-fak1,266,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOc2ccc(Nc3ncc(C(F)(F)F)c(NCc4cccc(N(C)S(C)(=O)=O)c4)n3)cc2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,CN(c1cccc(CNc2nc(Nc3ccccc3)ncc2C(F)(F)F)c1)S(C)(=O)=O
vhl-fak1,267,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCOc2ccc(Nc3ncc(C(F)(F)F)c(NCc4cccc(N(C)S(C)(=O)=O)c4)n3)cc2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,CN(c1cccc(CNc2nc(Nc3ccccc3)ncc2C(F)(F)F)c1)S(C)(=O)=O
vhl-fak1,268,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCCOc2ccc(Nc3ncc(C(F)(F)F)c(NCc4cccc(N(C)S(C)(=O)=O)c4)n3)cc2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,CN(c1cccc(CNc2nc(Nc3ccccc3)ncc2C(F)(F)F)c1)S(C)(=O)=O
vhl-fak1,269,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCOCCOc2ccc(Nc3ncc(C(F)(F)F)c(NCc4cccc(N(C)S(C)(=O)=O)c4)n3)cc2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,CN(c1cccc(CNc2nc(Nc3ccccc3)ncc2C(F)(F)F)c1)S(C)(=O)=O
vhl-fak1,270,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOc2ccc(Nc3ncc(C(F)(F)F)c(NCc4cccc(N(C)S(C)(=O)=O)c4)n3)cc2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,CN(c1cccc(CNc2nc(Nc3ccccc3)ncc2C(F)(F)F)c1)S(C)(=O)=O
vhl-fak1,2887,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CC[NH+](CCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2OC)ncc1C(F)(F)F,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,CNC(=O)c1ccccc1Nc1cc(Nc2ccccc2OC)ncc1C(F)(F)F
vhl-fak1,2888,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CC[NH+](CCCCCCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2OC)ncc1C(F)(F)F,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,CNC(=O)c1ccccc1Nc1cc(Nc2ccccc2OC)ncc1C(F)(F)F
vhl-fak1,2889,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CC[NH+](CCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2OC)ncc1C(F)(F)F,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,CNC(=O)c1ccccc1Nc1cc(Nc2ccccc2OC)ncc1C(F)(F)F
vhl-fak1,2890,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CC[NH+](CCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2OC)ncc1C(F)(F)F,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,CNC(=O)c1ccccc1Nc1cc(Nc2ccccc2OC)ncc1C(F)(F)F
vhl-fak1,2891,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CC[NH+](CCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2OC)ncc1C(F)(F)F,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,CNC(=O)c1ccccc1Nc1cc(Nc2ccccc2OC)ncc1C(F)(F)F
vhl-fak1,2892,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCN(CC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2OC)ncc1C(F)(F)F,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,CNC(=O)c1ccccc1Nc1cc(Nc2ccccc2OC)ncc1C(F)(F)F
vhl-bcl2,3213,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCC(=O)N2CC[NH+](C[C@@]3(C)CCC(c4ccc(Cl)cc4)=C(C[NH+]4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CC[NH+]7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,C[C@]1(CN2CC[NH2+]CC2)CCC(c2ccc(Cl)cc2)=C(C[NH+]2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CC[NH+]5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
vhl-bcl2,3214,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCC(=O)N2CC[NH+](C[C@@]3(C)CCC(c4ccc(Cl)cc4)=C(C[NH+]4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CC[NH+]7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,C[C@]1(CN2CC[NH2+]CC2)CCC(c2ccc(Cl)cc2)=C(C[NH+]2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CC[NH+]5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
vhl-bcl2,3215,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCC(=O)N2CC[NH+](C[C@]3(C)CCC(c4ccc(Cl)cc4)=C(C[NH+]4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CC[NH+]7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,C[C@]1(CN2CC[NH2+]CC2)CCC(c2ccc(Cl)cc2)=C(C[NH+]2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CC[NH+]5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
vhl-bcl2,3216,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCC(=O)N2CC[NH+](C[C@]3(C)CCC(c4ccc(Cl)cc4)=C(C[NH+]4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CC[NH+]7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,C[C@]1(CN2CC[NH2+]CC2)CCC(c2ccc(Cl)cc2)=C(C[NH+]2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CC[NH+]5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
vhl-bcl2,3217,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCC(=O)N2CC[NH+](C[C@]3(C)CCC(c4ccc(Cl)cc4)=C(C[NH+]4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CC[NH+]7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,C[C@]1(CN2CC[NH2+]CC2)CCC(c2ccc(Cl)cc2)=C(C[NH+]2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CC[NH+]5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
vhl-bcl2,3218,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCCC(=O)N2CC[NH+](C[C@@]3(C)CCC(c4ccc(Cl)cc4)=C(C[NH+]4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CC[NH+]7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,C[C@]1(CN2CC[NH2+]CC2)CCC(c2ccc(Cl)cc2)=C(C[NH+]2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CC[NH+]5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
vhl-bcl2,3219,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCCCC(=O)N2CC[NH+](C[C@@]3(C)CCC(c4ccc(Cl)cc4)=C(C[NH+]4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CC[NH+]7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,C[C@]1(CN2CC[NH2+]CC2)CCC(c2ccc(Cl)cc2)=C(C[NH+]2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CC[NH+]5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
vhl-bcl2,3220,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCC(=O)N2CC[NH+](C[C@@]3(C)CCC(c4ccc(Cl)cc4)=C(C[NH+]4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CC[NH+]7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,C[C@]1(CN2CC[NH2+]CC2)CCC(c2ccc(Cl)cc2)=C(C[NH+]2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CC[NH+]5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
vhl-bcl2,3221,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCC(=O)N2CC[NH+](C[C@]3(C)CCC(c4ccc(Cl)cc4)=C(C[NH+]4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CC[NH+]7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC=O)C(C)(C)C)cc1,C[C@]1(CN2CC[NH2+]CC2)CCC(c2ccc(Cl)cc2)=C(C[NH+]2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CC[NH+]5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
